  0.00000000000E+00  6.44431458410E+02  2.27840953298E+02  1.24020906242E+02  8.05539415547E+01  5.76397085350E+01  4.38480119064E+01  3.47960320783E+01  2.84801191623E+01  2.38678345347E+01  2.03787143854E+01  1.76639470758E+01  1.55026132803E+01  1.37487037499E+01  1.23022551205E+01  1.10927670796E+01  1.00692426943E+01  9.19397673605E+00  8.43855382587E+00  7.78119647071E+00  7.20496356688E+00  6.69649949572E+00  6.24514837990E+00  5.84231579940E+00  5.48100148831E+00  5.15545225950E+00  4.86090082703E+00  4.59336689787E+00  4.34950400979E+00  4.12648039131E+00  3.92188541204E+00  3.73365548449E+00  3.56001489529E+00  3.39942819972E+00  3.25056164807E+00  3.11225172298E+00  2.98347931684E+00  2.86334841406E+00  2.75106839509E+00  2.64593927033E+00  2.54733929817E+00  2.45471455367E+00  2.36757010182E+00  2.28546249707E+00  2.20799338447E+00  2.13480401981E+00  2.06557055979E+00  2.00000000002E+00  1.93782666017E+00  1.87880913285E+00  1.82272762685E+00
  7.83921943337E-03  4.45824461299E+02  1.54595736258E+02  8.38480803638E+01  5.43920965701E+01  3.88970320321E+01  2.95805620168E+01  2.34694500166E+01  1.92070606412E+01  1.60951505021E+01  1.37414411067E+01  1.19103254012E+01  1.04526367499E+01  9.26981530795E+00  8.29439737712E+00  7.47881114177E+00  6.78864962487E+00  6.19847625777E+00  5.68912320726E+00  5.24590133275E+00  4.85738437447E+00  4.51456483289E+00  4.21025632289E+00  3.93866293630E+00  3.69506398567E+00  3.47557987238E+00  3.27699591031E+00  3.09662815967E+00  2.93222012185E+00  2.78186238460E+00  2.64392952918E+00  2.51703015763E+00  2.39996698985E+00  2.29170475962E+00  2.19134420210E+00  2.09810083714E+00  2.01128755623E+00  1.93030024754E+00  1.85460586332E+00  1.78373246315E+00  1.71726086485E+00  1.65481761086E+00  1.59606901658E+00  1.54071611303E+00  1.48849033235E+00  1.43914981301E+00  1.39247622418E+00  1.34827202694E+00  1.30635810448E+00  1.26657170488E+00  1.22876464987E+00
  1.56923938210E-02  3.08223775185E+02  9.94633851075E+01  5.32083375902E+01  3.43490325658E+01  2.45085064883E+01  1.86154975433E+01  1.47587651507E+01  1.20725635688E+01  1.01132474201E+01  8.63228080981E+00  7.48068201871E+00  6.56426090489E+00  5.82084766742E+00  5.20792141020E+00  4.69551739048E+00  4.26197398239E+00  3.89128352499E+00  3.57138737404E+00  3.29304701404E+00  3.04907773370E+00  2.83381682579E+00  2.64274721557E+00  2.47222635539E+00  2.31928781437E+00  2.18149396189E+00  2.05682514113E+00  1.94359528616E+00  1.84038695992E+00  1.74600083181E+00  1.65941601400E+00  1.57975864955E+00  1.50627683296E+00  1.43832043442E+00  1.37532475370E+00  1.31679718876E+00  1.26230629522E+00  1.21147275518E+00  1.16396188097E+00  1.11947736053E+00  1.07775601290E+00  1.03856337035E+00  1.00168994010E+00  9.66948028090E-01  9.34169029228E-01  9.03201107012E-01  8.73907199253E-01  8.46163298185E-01  8.19856962292E-01  7.94886024526E-01  7.71157467524E-01
  2.35595480048E-02  2.12952644819E+02  5.84603031979E+01  3.02349077380E+01  1.92825052360E+01  1.36802867291E+01  1.03586639917E+01  8.19715390295E+00  6.69702518923E+00  5.60542834861E+00  4.78170690734E+00  4.14195634457E+00  3.63331658288E+00  3.22098916278E+00  2.88122165967E+00  2.59730199016E+00  2.35716413666E+00  2.15190057408E+00  1.97480685811E+00  1.82075008855E+00  1.68574080201E+00  1.56663623051E+00  1.46093049753E+00  1.36660362218E+00  1.28201109314E+00  1.20580193131E+00  1.13685708254E+00  1.07424253316E+00  1.01717323150E+00  9.64985039841E-01  9.17112722123E-01  8.73072516605E-01  8.32448225590E-01  7.94880027773E-01  7.60055416231E-01  7.27701809224E-01  6.97580487312E-01  6.69481589434E-01  6.43219960112E-01  6.18631684964E-01  5.95571186163E-01  5.73908775933E-01  5.53528586713E-01  5.34326812611E-01  5.16210209350E-01  4.99094809830E-01  4.82904820318E-01  4.67571668573E-01  4.53033180285E-01  4.39232864237E-01  4.26119289926E-01
  3.14407068708E-02  1.47032753541E+02  2.84203534617E+01  1.33840046499E+01  8.23202964583E+00  5.73925928378E+00  4.30388813173E+00  3.38576042113E+00  2.75548949016E+00  2.30022749065E+00  1.95846621176E+00  1.69404084836E+00  1.48440755174E+00  1.31484360226E+00  1.17536160961E+00  1.05896866574E+00  9.60635644348E-01  8.76661690096E-01  8.04268586063E-01  7.41334000954E-01  6.86211436889E-01  6.37605878033E-01  5.94486141736E-01  5.56021964524E-01  5.21538097142E-01  4.90480310427E-01  4.62389880341E-01  4.36884200297E-01  4.13641882371E-01  3.92391188670E-01  3.72900962046E-01  3.54973452825E-01  3.38438598185E-01  3.23149424859E-01  3.08978327983E-01  2.95814038825E-01  2.83559138273E-01  2.72128005736E-01  2.61445117764E-01  2.51443629320E-01  2.42064184851E-01  2.33253917245E-01  2.24965601205E-01  2.17156934201E-01  2.09789923302E-01  2.02830360293E-01  1.96247370730E-01  1.90013025166E-01  1.84102002854E-01  1.78491299921E-01  1.73159975334E-01
  3.93358953495E-02  1.01451568013E+02  6.83489229673E+00  1.38362029059E+00  3.93190675357E-01  1.17091713906E-01  2.18331418644E-02 -1.46783881623E-02 -2.89597653431E-02 -3.39849246036E-02 -3.49410781023E-02 -3.40815065757E-02 -3.24425610498E-02 -3.05180275257E-02 -2.85462952693E-02 -2.66406803533E-02 -2.48516242476E-02 -2.31975744097E-02 -2.16807825009E-02 -2.02955576547E-02 -1.90326276514E-02 -1.78814434126E-02 -1.68313773811E-02 -1.58723205634E-02 -1.49949517428E-02 -1.41908293430E-02 -1.34523895880E-02 -1.27728976549E-02 -1.21463778128E-02 -1.15675368244E-02 -1.10316882253E-02 -1.05346813030E-02 -1.00728364594E-02 -9.64288745270E-03 -9.24193037698E-03 -8.86737892226E-03 -8.51692531739E-03 -8.18850632435E-03 -7.88027366991E-03 -7.59056834613E-03 -7.31789826766E-03 -7.06091883316E-03 -6.81841599478E-03 -6.58929149246E-03 -6.37254995647E-03 -6.16728762317E-03 -5.97268244502E-03 -5.78798540689E-03 -5.61251288748E-03 -5.44563992730E-03 -5.28679428410E-03
  4.72451384154E-02  6.99546428023E+01 -8.27699368411E+00 -6.81008492881E+00 -4.90473701963E+00 -3.66383691801E+00 -2.84990592848E+00 -2.29131194917E+00 -1.89111874691E+00 -1.59384786638E+00 -1.36632764974E+00 -1.18781656557E+00 -1.04481364078E+00 -9.28218040213E-01 -8.31706437652E-01 -7.50768408198E-01 -6.82112098702E-01 -6.23286192710E-01 -5.72432556243E-01 -5.28120263680E-01 -4.89231695920E-01 -4.54882779955E-01 -4.24366110687E-01 -3.97109716843E-01 -3.72646717241E-01 -3.50592684001E-01 -3.30628542565E-01 -3.12487504837E-01 -2.95944977737E-01 -2.80810692839E-01 -2.66922512131E-01 -2.54141511524E-01 -2.42348047641E-01 -2.31438587953E-01 -2.21323138431E-01 -2.11923142511E-01 -2.03169754548E-01 -1.95002412844E-01 -1.87367653881E-01 -1.80218121924E-01 -1.73511737810E-01 -1.67210998118E-01 -1.61282381691E-01 -1.55695844988E-01 -1.50424391281E-01 -1.45443701496E-01 -1.40731816755E-01 -1.36268864446E-01 -1.32036821070E-01 -1.28019306286E-01 -1.24201403502E-01
  5.51684610880E-02  4.82044275860E+01 -1.84735886598E+01 -1.20498636969E+01 -8.21825468888E+00 -6.00282614947E+00 -4.61558992067E+00 -3.68584391942E+00 -3.02895854963E+00 -2.54535348107E+00 -2.17747089249E+00 -1.89008765845E+00 -1.66061046212E+00 -1.47396864006E+00 -1.31977248107E+00 -1.19065521179E+00 -1.08126548208E+00 -9.87633263426E-01 -9.06758375813E-01 -8.36336218188E-01 -7.74570562841E-01 -7.20043048020E-01 -6.71620458651E-01 -6.28387721202E-01 -5.89598728176E-01 -5.54639737714E-01 -5.23001781083E-01 -4.94259615074E-01 -4.68055492225E-01 -4.44086520418E-01 -4.22094726542E-01 -4.01859178367E-01 -3.83189688124E-01 -3.65921742521E-01 -3.49912391681E-01 -3.35036893730E-01 -3.21185959244E-01 -3.08263475167E-01 -2.96184614481E-01 -2.84874258132E-01 -2.74265671185E-01 -2.64299387110E-01 -2.54922263354E-01 -2.46086678539E-01 -2.37749847374E-01 -2.29873233780E-01 -2.22422046349E-01 -2.15364803101E-01 -2.08672954770E-01 -2.02320557728E-01 -1.96283989120E-01
  6.31058884308E-02  3.31947519731E+01 -2.49755350240E+01 -1.50288597754E+01 -1.00065417530E+01 -7.23174658664E+00 -5.52911893632E+00 -4.40046643277E+00 -3.60835298073E+00 -3.02773469791E+00 -2.58738657990E+00 -2.24414387706E+00 -1.97050776984E+00 -1.74822684887E+00 -1.56476597484E+00 -1.41126310281E+00 -1.28129555683E+00 -1.17010738196E+00 -1.07410993452E+00 -9.90550056555E-01 -9.17284177184E-01 -8.52621174156E-01 -7.95210939397E-01 -7.43963974763E-01 -6.97992461887E-01 -6.56566452389E-01 -6.19080873613E-01 -5.85030382806E-01 -5.53989992304E-01 -5.25599990069E-01 -4.99554093332E-01 -4.75590061256E-01 -4.53482196006E-01 -4.33035307167E-01 -4.14079819681E-01 -3.96467782454E-01 -3.80069591598E-01 -3.64771284658E-01 -3.50472294041E-01 -3.37083572017E-01 -3.24526018169E-01 -3.12729154343E-01 -3.01630003254E-01 -2.91172135437E-01 -2.81304856069E-01 -2.71982508489E-01 -2.63163875515E-01 -2.54811663058E-01 -2.46892053237E-01 -2.39374316423E-01 -2.32230473396E-01
  7.10574455524E-02  2.28435465337E+01 -2.87344377626E+01 -1.63072819487E+01 -1.06461060488E+01 -7.62459845133E+00 -5.80091346643E+00 -4.60313159463E+00 -3.76729197403E+00 -3.15693781942E+00 -2.69525797837E+00 -2.33607593348E+00 -2.05014288561E+00 -1.81812839376E+00 -1.62679921046E+00 -1.46682337033E+00 -1.33145121451E+00 -1.21569278113E+00 -1.11578787541E+00 -1.02885492374E+00 -9.52652460595E-01 -8.85413527865E-01 -8.25728426700E-01 -7.72460233501E-01 -7.24682952104E-01 -6.81635581593E-01 -6.42687554234E-01 -6.07312415267E-01 -5.75067557134E-01 -5.45578456192E-01 -5.18526295864E-01 -4.93638163686E-01 -4.70679223798E-01 -4.49446419374E-01 -4.29763370037E-01 -4.11476210042E-01 -3.94450172622E-01 -3.78566770280E-01 -3.63721454195E-01 -3.49821661203E-01 -3.36785176134E-01 -3.24538752190E-01 -3.13016943549E-01 -3.02161113400E-01 -2.91918587679E-01 -2.82241930365E-01 -2.73088320612E-01 -2.64419015565E-01 -2.56198885539E-01 -2.48396010533E-01 -2.40981328895E-01
